location,date,vaccine,total_vaccinations
Bulgaria,2021-11-05,Oxford/AstraZeneca,478451
Bulgaria,2021-11-05,Pfizer/BioNTech,1778060
Bulgaria,2021-11-12,Johnson&Johnson,378993
Bulgaria,2021-11-12,Moderna,339378
Bulgaria,2021-11-12,Oxford/AstraZeneca,478451
Bulgaria,2021-11-12,Pfizer/BioNTech,1847335
Bulgaria,2021-11-19,Johnson&Johnson,399274
Bulgaria,2021-11-19,Moderna,349392
Bulgaria,2021-11-19,Oxford/AstraZeneca,478451
Bulgaria,2021-11-19,Pfizer/BioNTech,1930995
Bulgaria,2021-11-26,Johnson&Johnson,417210
Bulgaria,2021-11-26,Moderna,362442
Bulgaria,2021-11-26,Oxford/AstraZeneca,478451
Bulgaria,2021-11-26,Pfizer/BioNTech,2007124
Bulgaria,2021-12-03,Johnson&Johnson,430624
Bulgaria,2021-12-03,Moderna,375936
Bulgaria,2021-12-03,Oxford/AstraZeneca,478451
Bulgaria,2021-12-03,Pfizer/BioNTech,2083692
Bulgaria,2021-12-10,Johnson&Johnson,436339
Bulgaria,2021-12-10,Moderna,375936
Bulgaria,2021-12-10,Oxford/AstraZeneca,478451
Bulgaria,2021-12-10,Pfizer/BioNTech,2083692
Chile,2020-12-24,Pfizer/BioNTech,420
Chile,2020-12-25,Pfizer/BioNTech,5203
Chile,2020-12-26,Pfizer/BioNTech,8346
Chile,2020-12-27,Pfizer/BioNTech,8657
Chile,2020-12-28,Pfizer/BioNTech,8657
Chile,2020-12-29,Pfizer/BioNTech,8657
Chile,2020-12-30,Pfizer/BioNTech,8657
Chile,2020-12-31,Pfizer/BioNTech,8657
Chile,2021-01-01,Pfizer/BioNTech,8657
Chile,2021-01-02,Pfizer/BioNTech,8657
Chile,2021-01-03,Pfizer/BioNTech,8657
Chile,2021-01-04,Pfizer/BioNTech,9062
Chile,2021-01-05,Pfizer/BioNTech,10505
Chile,2021-01-06,Pfizer/BioNTech,10710
Chile,2021-01-07,Pfizer/BioNTech,10710
Chile,2021-01-08,Pfizer/BioNTech,10711
Chile,2021-01-09,Pfizer/BioNTech,10711
Chile,2021-01-10,Pfizer/BioNTech,10712
Chile,2021-01-11,Pfizer/BioNTech,10712
Chile,2021-01-12,Pfizer/BioNTech,10712
Chile,2021-01-13,Pfizer/BioNTech,11745
Chile,2021-01-14,Pfizer/BioNTech,18662
Chile,2021-01-15,Pfizer/BioNTech,22094
Chile,2021-01-16,Pfizer/BioNTech,22184
Chile,2021-01-17,Pfizer/BioNTech,22184
Chile,2021-01-18,Pfizer/BioNTech,33235
Chile,2021-01-19,Pfizer/BioNTech,52604
Chile,2021-01-20,Pfizer/BioNTech,61914
Chile,2021-01-21,Pfizer/BioNTech,64971
Chile,2021-01-22,Pfizer/BioNTech,65386
Chile,2021-01-23,Pfizer/BioNTech,65386
Chile,2021-01-24,Pfizer/BioNTech,65386
Chile,2021-01-25,Pfizer/BioNTech,66806
Chile,2021-01-26,Pfizer/BioNTech,67420
Chile,2021-01-27,Pfizer/BioNTech,67455
Chile,2021-01-28,Pfizer/BioNTech,67455
Chile,2021-01-29,Pfizer/BioNTech,67460
Chile,2021-01-30,Pfizer/BioNTech,67461
Chile,2021-01-31,Pfizer/BioNTech,67462
Chile,2021-02-01,Pfizer/BioNTech,67462
Chile,2021-02-02,Pfizer/BioNTech,67468
Chile,2021-02-02,Sinovac,13187
Chile,2021-02-03,Pfizer/BioNTech,67468
Chile,2021-02-03,Sinovac,183574
Chile,2021-02-04,Pfizer/BioNTech,69596
Chile,2021-02-04,Sinovac,357606
Chile,2021-02-05,Pfizer/BioNTech,70285
Chile,2021-02-05,Sinovac,526429
Chile,2021-02-06,Pfizer/BioNTech,70291
Chile,2021-02-06,Sinovac,554282
Chile,2021-02-07,Pfizer/BioNTech,70293
Chile,2021-02-07,Sinovac,562921
Chile,2021-02-08,Pfizer/BioNTech,82095
Chile,2021-02-08,Sinovac,784418
Chile,2021-02-09,Pfizer/BioNTech,101578
Chile,2021-02-09,Sinovac,1026847
Chile,2021-02-10,Pfizer/BioNTech,110026
Chile,2021-02-10,Sinovac,1299198
Chile,2021-02-11,Pfizer/BioNTech,113100
Chile,2021-02-11,Sinovac,1550427
Chile,2021-02-12,Pfizer/BioNTech,113460
Chile,2021-02-12,Sinovac,1779564
Chile,2021-02-13,Pfizer/BioNTech,113493
Chile,2021-02-13,Sinovac,1809094
Chile,2021-02-14,Pfizer/BioNTech,113493
Chile,2021-02-14,Sinovac,1813562
Chile,2021-02-15,Pfizer/BioNTech,113495
Chile,2021-02-15,Sinovac,2079445
Chile,2021-02-16,Pfizer/BioNTech,113508
Chile,2021-02-16,Sinovac,2299530
Chile,2021-02-17,Pfizer/BioNTech,113508
Chile,2021-02-17,Sinovac,2487589
Chile,2021-02-18,Pfizer/BioNTech,113511
Chile,2021-02-18,Sinovac,2642875
Chile,2021-02-19,Pfizer/BioNTech,113512
Chile,2021-02-19,Sinovac,2785022
Chile,2021-02-20,Pfizer/BioNTech,113514
Chile,2021-02-20,Sinovac,2794661
Chile,2021-02-21,Pfizer/BioNTech,113514
Chile,2021-02-21,Sinovac,2795823
Chile,2021-02-22,Pfizer/BioNTech,125614
Chile,2021-02-22,Sinovac,2891866
Chile,2021-02-23,Pfizer/BioNTech,150462
Chile,2021-02-23,Sinovac,2961276
Chile,2021-02-24,Pfizer/BioNTech,178984
Chile,2021-02-24,Sinovac,3019037
Chile,2021-02-25,Pfizer/BioNTech,212705
Chile,2021-02-25,Sinovac,3071407
Chile,2021-02-26,Pfizer/BioNTech,242441
Chile,2021-02-26,Sinovac,3120075
Chile,2021-02-27,Pfizer/BioNTech,248767
Chile,2021-02-27,Sinovac,3123797
Chile,2021-02-28,Pfizer/BioNTech,248769
Chile,2021-02-28,Sinovac,3124150
Chile,2021-03-01,Pfizer/BioNTech,263672
Chile,2021-03-01,Sinovac,3246822
Chile,2021-03-02,Pfizer/BioNTech,294596
Chile,2021-03-02,Sinovac,3387282
Chile,2021-03-03,Pfizer/BioNTech,313168
Chile,2021-03-03,Sinovac,3680706
Chile,2021-03-04,Pfizer/BioNTech,322279
Chile,2021-03-04,Sinovac,3982237
Chile,2021-03-05,Pfizer/BioNTech,328038
Chile,2021-03-05,Sinovac,4274477
Chile,2021-03-06,Pfizer/BioNTech,328383
Chile,2021-03-06,Sinovac,4307924
Chile,2021-03-07,Pfizer/BioNTech,328491
Chile,2021-03-07,Sinovac,4315784
Chile,2021-03-08,Pfizer/BioNTech,341091
Chile,2021-03-08,Sinovac,4653955
Chile,2021-03-09,Pfizer/BioNTech,378679
Chile,2021-03-09,Sinovac,4993022
Chile,2021-03-10,Pfizer/BioNTech,420295
Chile,2021-03-10,Sinovac,5352872
Chile,2021-03-11,Pfizer/BioNTech,466039
Chile,2021-03-11,Sinovac,5724314
Chile,2021-03-12,Pfizer/BioNTech,483456
Chile,2021-03-12,Sinovac,6081400
Chile,2021-03-13,Pfizer/BioNTech,484009
Chile,2021-03-13,Sinovac,6131328
Chile,2021-03-14,Pfizer/BioNTech,484009
Chile,2021-03-14,Sinovac,6137917
Chile,2021-03-15,Pfizer/BioNTech,507945
Chile,2021-03-15,Sinovac,6544422
Chile,2021-03-16,Pfizer/BioNTech,561501
Chile,2021-03-16,Sinovac,6901244
Chile,2021-03-17,Pfizer/BioNTech,617055
Chile,2021-03-17,Sinovac,7213107
Chile,2021-03-18,Pfizer/BioNTech,666669
Chile,2021-03-18,Sinovac,7498568
Chile,2021-03-19,Pfizer/BioNTech,689853
Chile,2021-03-19,Sinovac,7770112
Chile,2021-03-20,Pfizer/BioNTech,691774
Chile,2021-03-20,Sinovac,7802400
Chile,2021-03-21,Pfizer/BioNTech,691784
Chile,2021-03-21,Sinovac,7806415
Chile,2021-03-22,Pfizer/BioNTech,727886
Chile,2021-03-22,Sinovac,8039148
Chile,2021-03-23,Pfizer/BioNTech,787833
Chile,2021-03-23,Sinovac,8220191
Chile,2021-03-24,Pfizer/BioNTech,840748
Chile,2021-03-24,Sinovac,8386431
Chile,2021-03-25,Pfizer/BioNTech,895360
Chile,2021-03-25,Sinovac,8544586
Chile,2021-03-26,Pfizer/BioNTech,933801
Chile,2021-03-26,Sinovac,8723917
Chile,2021-03-27,Pfizer/BioNTech,935836
Chile,2021-03-27,Sinovac,8737578
Chile,2021-03-28,Pfizer/BioNTech,935836
Chile,2021-03-28,Sinovac,8738971
Chile,2021-03-29,Pfizer/BioNTech,957891
Chile,2021-03-29,Sinovac,8983777
Chile,2021-03-30,Pfizer/BioNTech,1015403
Chile,2021-03-30,Sinovac,9205032
Chile,2021-03-31,Pfizer/BioNTech,1061593
Chile,2021-03-31,Sinovac,9439292
Chile,2021-04-01,Pfizer/BioNTech,1085383
Chile,2021-04-01,Sinovac,9718940
Chile,2021-04-02,Pfizer/BioNTech,1085610
Chile,2021-04-02,Sinovac,9725760
Chile,2021-04-03,Pfizer/BioNTech,1085803
Chile,2021-04-03,Sinovac,9728796
Chile,2021-04-04,Pfizer/BioNTech,1085807
Chile,2021-04-04,Sinovac,9729918
Chile,2021-04-05,Pfizer/BioNTech,1116970
Chile,2021-04-05,Sinovac,9983696
Chile,2021-04-06,Pfizer/BioNTech,1199787
Chile,2021-04-06,Sinovac,10140813
Chile,2021-04-07,Pfizer/BioNTech,1289093
Chile,2021-04-07,Sinovac,10284885
Chile,2021-04-08,Pfizer/BioNTech,1367388
Chile,2021-04-08,Sinovac,10446229
Chile,2021-04-09,Pfizer/BioNTech,1416662
Chile,2021-04-09,Sinovac,10615990
Chile,2021-04-10,Pfizer/BioNTech,1424496
Chile,2021-04-10,Sinovac,10634197
Chile,2021-04-11,Pfizer/BioNTech,1425002
Chile,2021-04-11,Sinovac,10636145
Chile,2021-04-12,Pfizer/BioNTech,1489815
Chile,2021-04-12,Sinovac,10808475
Chile,2021-04-13,Pfizer/BioNTech,1578078
Chile,2021-04-13,Sinovac,10955650
Chile,2021-04-14,Pfizer/BioNTech,1667641
Chile,2021-04-14,Sinovac,11095707
Chile,2021-04-15,Pfizer/BioNTech,1735692
Chile,2021-04-15,Sinovac,11234948
Chile,2021-04-16,Pfizer/BioNTech,1786468
Chile,2021-04-16,Sinovac,11378522
Chile,2021-04-17,Pfizer/BioNTech,1792399
Chile,2021-04-17,Sinovac,11394890
Chile,2021-04-18,Pfizer/BioNTech,1793079
Chile,2021-04-18,Sinovac,11396853
Chile,2021-04-19,Pfizer/BioNTech,1817149
Chile,2021-04-19,Sinovac,11567972
Chile,2021-04-20,Pfizer/BioNTech,1861652
Chile,2021-04-20,Sinovac,11712924
Chile,2021-04-21,Pfizer/BioNTech,1907741
Chile,2021-04-21,Sinovac,11844524
Chile,2021-04-22,Pfizer/BioNTech,1954883
Chile,2021-04-22,Sinovac,11998196
Chile,2021-04-23,Pfizer/BioNTech,1983883
Chile,2021-04-23,Sinovac,12152921
Chile,2021-04-24,Pfizer/BioNTech,1986281
Chile,2021-04-24,Sinovac,12168218
Chile,2021-04-25,Pfizer/BioNTech,1986283
Chile,2021-04-25,Sinovac,12169261
Chile,2021-04-26,Pfizer/BioNTech,2031668
Chile,2021-04-26,Sinovac,12320680
Chile,2021-04-27,Pfizer/BioNTech,2095566
Chile,2021-04-27,Sinovac,12428409
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150465
Chile,2021-04-28,Sinovac,12539132
Chile,2021-04-29,Oxford/AstraZeneca,10152
Chile,2021-04-29,Pfizer/BioNTech,2183040
Chile,2021-04-29,Sinovac,12655507
Chile,2021-04-30,Oxford/AstraZeneca,23878
Chile,2021-04-30,Pfizer/BioNTech,2214105
Chile,2021-04-30,Sinovac,12698636
Chile,2021-05-01,Oxford/AstraZeneca,24164
Chile,2021-05-01,Pfizer/BioNTech,2215281
Chile,2021-05-01,Sinovac,12699475
Chile,2021-05-02,Oxford/AstraZeneca,24346
Chile,2021-05-02,Pfizer/BioNTech,2215673
Chile,2021-05-02,Sinovac,12700366
Chile,2021-05-03,Oxford/AstraZeneca,44445
Chile,2021-05-03,Pfizer/BioNTech,2239594
Chile,2021-05-03,Sinovac,12808320
Chile,2021-05-04,Oxford/AstraZeneca,61217
Chile,2021-05-04,Pfizer/BioNTech,2285775
Chile,2021-05-04,Sinovac,12915143
Chile,2021-05-05,Oxford/AstraZeneca,71045
Chile,2021-05-05,Pfizer/BioNTech,2334386
Chile,2021-05-05,Sinovac,13031967
Chile,2021-05-06,Oxford/AstraZeneca,78261
Chile,2021-05-06,Pfizer/BioNTech,2375302
Chile,2021-05-06,Sinovac,13142189
Chile,2021-05-07,Oxford/AstraZeneca,82408
Chile,2021-05-07,Pfizer/BioNTech,2409334
Chile,2021-05-07,Sinovac,13252048
Chile,2021-05-08,Oxford/AstraZeneca,83078
Chile,2021-05-08,Pfizer/BioNTech,2415075
Chile,2021-05-08,Sinovac,13271237
Chile,2021-05-09,Oxford/AstraZeneca,83148
Chile,2021-05-09,Pfizer/BioNTech,2415141
Chile,2021-05-09,Sinovac,13272509
Chile,2021-05-10,Oxford/AstraZeneca,86103
Chile,2021-05-10,Pfizer/BioNTech,2454675
Chile,2021-05-10,Sinovac,13403820
Chile,2021-05-11,Oxford/AstraZeneca,88084
Chile,2021-05-11,Pfizer/BioNTech,2520883
Chile,2021-05-11,Sinovac,13528477
Chile,2021-05-12,Oxford/AstraZeneca,89752
Chile,2021-05-12,Pfizer/BioNTech,2580397
Chile,2021-05-12,Sinovac,13650725
Chile,2021-05-13,Oxford/AstraZeneca,90304
Chile,2021-05-13,Pfizer/BioNTech,2628358
Chile,2021-05-13,Sinovac,13759962
Chile,2021-05-14,Oxford/AstraZeneca,90547
Chile,2021-05-14,Pfizer/BioNTech,2673312
Chile,2021-05-14,Sinovac,13874303
Chile,2021-05-15,Oxford/AstraZeneca,90587
Chile,2021-05-15,Pfizer/BioNTech,2673606
Chile,2021-05-15,Sinovac,13875428
Chile,2021-05-16,Oxford/AstraZeneca,90587
Chile,2021-05-16,Pfizer/BioNTech,2673691
Chile,2021-05-16,Sinovac,13875784
Chile,2021-05-17,Oxford/AstraZeneca,90882
Chile,2021-05-17,Pfizer/BioNTech,2727109
Chile,2021-05-17,Sinovac,13993824
Chile,2021-05-18,Oxford/AstraZeneca,92312
Chile,2021-05-18,Pfizer/BioNTech,2805822
Chile,2021-05-18,Sinovac,14097566
Chile,2021-05-19,Oxford/AstraZeneca,98831
Chile,2021-05-19,Pfizer/BioNTech,2885406
Chile,2021-05-19,Sinovac,14178536
Chile,2021-05-20,Oxford/AstraZeneca,105549
Chile,2021-05-20,Pfizer/BioNTech,2956429
Chile,2021-05-20,Sinovac,14292721
Chile,2021-05-21,Oxford/AstraZeneca,105620
Chile,2021-05-21,Pfizer/BioNTech,2963482
Chile,2021-05-21,Sinovac,14295269
Chile,2021-05-22,Oxford/AstraZeneca,106113
Chile,2021-05-22,Pfizer/BioNTech,2976101
Chile,2021-05-22,Sinovac,14315291
Chile,2021-05-23,Oxford/AstraZeneca,106133
Chile,2021-05-23,Pfizer/BioNTech,2977231
Chile,2021-05-23,Sinovac,14318428
Chile,2021-05-24,Oxford/AstraZeneca,118544
Chile,2021-05-24,Pfizer/BioNTech,3051523
Chile,2021-05-24,Sinovac,14468797
Chile,2021-05-25,Oxford/AstraZeneca,136120
Chile,2021-05-25,Pfizer/BioNTech,3163047
Chile,2021-05-25,Sinovac,14586566
Chile,2021-05-26,Oxford/AstraZeneca,161508
Chile,2021-05-26,Pfizer/BioNTech,3237270
Chile,2021-05-26,Sinovac,14716066
Chile,2021-05-27,Oxford/AstraZeneca,195445
Chile,2021-05-27,Pfizer/BioNTech,3294030
Chile,2021-05-27,Sinovac,14828665
Chile,2021-05-28,Oxford/AstraZeneca,227549
Chile,2021-05-28,Pfizer/BioNTech,3342108
Chile,2021-05-28,Sinovac,14934896
Chile,2021-05-29,Oxford/AstraZeneca,235992
Chile,2021-05-29,Pfizer/BioNTech,3354373
Chile,2021-05-29,Sinovac,14961582
Chile,2021-05-30,Oxford/AstraZeneca,237386
Chile,2021-05-30,Pfizer/BioNTech,3355934
Chile,2021-05-30,Sinovac,14968722
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281185
Chile,2021-05-31,Pfizer/BioNTech,3424108
Chile,2021-05-31,Sinovac,15072468
Chile,2021-06-01,CanSino,10464
Chile,2021-06-01,Oxford/AstraZeneca,326602
Chile,2021-06-01,Pfizer/BioNTech,3527505
Chile,2021-06-01,Sinovac,15134798
Chile,2021-06-02,CanSino,33792
Chile,2021-06-02,Oxford/AstraZeneca,359088
Chile,2021-06-02,Pfizer/BioNTech,3607623
Chile,2021-06-02,Sinovac,15203165
Chile,2021-06-03,CanSino,73420
Chile,2021-06-03,Oxford/AstraZeneca,361434
Chile,2021-06-03,Pfizer/BioNTech,3655209
Chile,2021-06-03,Sinovac,15277484
Chile,2021-06-04,CanSino,107801
Chile,2021-06-04,Oxford/AstraZeneca,362989
Chile,2021-06-04,Pfizer/BioNTech,3679745
Chile,2021-06-04,Sinovac,15362287
Chile,2021-06-05,CanSino,117714
Chile,2021-06-05,Oxford/AstraZeneca,363299
Chile,2021-06-05,Pfizer/BioNTech,3684861
Chile,2021-06-05,Sinovac,15384687
Chile,2021-06-06,CanSino,119505
Chile,2021-06-06,Oxford/AstraZeneca,363329
Chile,2021-06-06,Pfizer/BioNTech,3685453
Chile,2021-06-06,Sinovac,15387278
Chile,2021-06-07,CanSino,146979
Chile,2021-06-07,Oxford/AstraZeneca,365285
Chile,2021-06-07,Pfizer/BioNTech,3697195
Chile,2021-06-07,Sinovac,15527612
Chile,2021-06-08,CanSino,167067
Chile,2021-06-08,Oxford/AstraZeneca,366971
Chile,2021-06-08,Pfizer/BioNTech,3710846
Chile,2021-06-08,Sinovac,15677046
Chile,2021-06-09,CanSino,183799
Chile,2021-06-09,Oxford/AstraZeneca,368942
Chile,2021-06-09,Pfizer/BioNTech,3723135
Chile,2021-06-09,Sinovac,15839808
Chile,2021-06-10,CanSino,196962
Chile,2021-06-10,Oxford/AstraZeneca,370230
Chile,2021-06-10,Pfizer/BioNTech,3737111
Chile,2021-06-10,Sinovac,16014579
Chile,2021-06-11,CanSino,201008
Chile,2021-06-11,Oxford/AstraZeneca,371466
Chile,2021-06-11,Pfizer/BioNTech,3754016
Chile,2021-06-11,Sinovac,16171469
Chile,2021-06-12,CanSino,201401
Chile,2021-06-12,Oxford/AstraZeneca,371794
Chile,2021-06-12,Pfizer/BioNTech,3756832
Chile,2021-06-12,Sinovac,16200454
Chile,2021-06-13,CanSino,201450
Chile,2021-06-13,Oxford/AstraZeneca,371809
Chile,2021-06-13,Pfizer/BioNTech,3757377
Chile,2021-06-13,Sinovac,16201917
Chile,2021-06-14,CanSino,205629
Chile,2021-06-14,Oxford/AstraZeneca,372982
Chile,2021-06-14,Pfizer/BioNTech,3789443
Chile,2021-06-14,Sinovac,16386278
Chile,2021-06-15,CanSino,209309
Chile,2021-06-15,Oxford/AstraZeneca,373801
Chile,2021-06-15,Pfizer/BioNTech,3842694
Chile,2021-06-15,Sinovac,16539398
Chile,2021-06-16,CanSino,213263
Chile,2021-06-16,Oxford/AstraZeneca,374668
Chile,2021-06-16,Pfizer/BioNTech,3914392
Chile,2021-06-16,Sinovac,16689878
Chile,2021-06-17,CanSino,216305
Chile,2021-06-17,Oxford/AstraZeneca,375449
Chile,2021-06-17,Pfizer/BioNTech,3981166
Chile,2021-06-17,Sinovac,16803367
Chile,2021-06-18,CanSino,218682
Chile,2021-06-18,Oxford/AstraZeneca,376296
Chile,2021-06-18,Pfizer/BioNTech,4018780
Chile,2021-06-18,Sinovac,16869854
Chile,2021-06-19,CanSino,218960
Chile,2021-06-19,Oxford/AstraZeneca,376440
Chile,2021-06-19,Pfizer/BioNTech,4030292
Chile,2021-06-19,Sinovac,16894668
Chile,2021-06-20,CanSino,218972
Chile,2021-06-20,Oxford/AstraZeneca,376450
Chile,2021-06-20,Pfizer/BioNTech,4031523
Chile,2021-06-20,Sinovac,16897374
Chile,2021-06-21,CanSino,219050
Chile,2021-06-21,Oxford/AstraZeneca,376573
Chile,2021-06-21,Pfizer/BioNTech,4041247
Chile,2021-06-21,Sinovac,16907213
Chile,2021-06-22,CanSino,222813
Chile,2021-06-22,Oxford/AstraZeneca,378404
Chile,2021-06-22,Pfizer/BioNTech,4204460
Chile,2021-06-22,Sinovac,17047419
Chile,2021-06-23,CanSino,235238
Chile,2021-06-23,Oxford/AstraZeneca,380674
Chile,2021-06-23,Pfizer/BioNTech,4319944
Chile,2021-06-23,Sinovac,17168999
Chile,2021-06-24,CanSino,298829
Chile,2021-06-24,Oxford/AstraZeneca,384133
Chile,2021-06-24,Pfizer/BioNTech,4406149
Chile,2021-06-24,Sinovac,17269096
Chile,2021-06-25,CanSino,348964
Chile,2021-06-25,Oxford/AstraZeneca,388197
Chile,2021-06-25,Pfizer/BioNTech,4478980
Chile,2021-06-25,Sinovac,17353458
Chile,2021-06-26,CanSino,359045
Chile,2021-06-26,Oxford/AstraZeneca,389441
Chile,2021-06-26,Pfizer/BioNTech,4500008
Chile,2021-06-26,Sinovac,17374068
Chile,2021-06-27,CanSino,360300
Chile,2021-06-27,Oxford/AstraZeneca,389532
Chile,2021-06-27,Pfizer/BioNTech,4502258
Chile,2021-06-27,Sinovac,17376148
Chile,2021-06-28,CanSino,361526
Chile,2021-06-28,Oxford/AstraZeneca,389698
Chile,2021-06-28,Pfizer/BioNTech,4504959
Chile,2021-06-28,Sinovac,17377672
Chile,2021-06-29,CanSino,393440
Chile,2021-06-29,Oxford/AstraZeneca,395514
Chile,2021-06-29,Pfizer/BioNTech,4638732
Chile,2021-06-29,Sinovac,17455725
Chile,2021-06-30,CanSino,416356
Chile,2021-06-30,Oxford/AstraZeneca,399783
Chile,2021-06-30,Pfizer/BioNTech,4770986
Chile,2021-06-30,Sinovac,17501421
Chile,2021-07-01,CanSino,430377
Chile,2021-07-01,Oxford/AstraZeneca,402834
Chile,2021-07-01,Pfizer/BioNTech,4906227
Chile,2021-07-01,Sinovac,17531991
Chile,2021-07-02,CanSino,441856
Chile,2021-07-02,Oxford/AstraZeneca,405422
Chile,2021-07-02,Pfizer/BioNTech,5004141
Chile,2021-07-02,Sinovac,17561872
Chile,2021-07-03,CanSino,445287
Chile,2021-07-03,Oxford/AstraZeneca,406014
Chile,2021-07-03,Pfizer/BioNTech,5027466
Chile,2021-07-03,Sinovac,17572526
Chile,2021-07-04,CanSino,445688
Chile,2021-07-04,Oxford/AstraZeneca,406082
Chile,2021-07-04,Pfizer/BioNTech,5030465
Chile,2021-07-04,Sinovac,17573573
Chile,2021-07-05,CanSino,456102
Chile,2021-07-05,Oxford/AstraZeneca,409940
Chile,2021-07-05,Pfizer/BioNTech,5124258
Chile,2021-07-05,Sinovac,17620761
Chile,2021-07-06,CanSino,463696
Chile,2021-07-06,Oxford/AstraZeneca,413548
Chile,2021-07-06,Pfizer/BioNTech,5193791
Chile,2021-07-06,Sinovac,17670449
Chile,2021-07-07,CanSino,468496
Chile,2021-07-07,Oxford/AstraZeneca,416614
Chile,2021-07-07,Pfizer/BioNTech,5287580
Chile,2021-07-07,Sinovac,17731028
Chile,2021-07-08,CanSino,472365
Chile,2021-07-08,Oxford/AstraZeneca,418845
Chile,2021-07-08,Pfizer/BioNTech,5363949
Chile,2021-07-08,Sinovac,17805291
Chile,2021-07-09,CanSino,476283
Chile,2021-07-09,Oxford/AstraZeneca,421185
Chile,2021-07-09,Pfizer/BioNTech,5432770
Chile,2021-07-09,Sinovac,17869764
Chile,2021-07-10,CanSino,477858
Chile,2021-07-10,Oxford/AstraZeneca,422206
Chile,2021-07-10,Pfizer/BioNTech,5457844
Chile,2021-07-10,Sinovac,17885550
Chile,2021-07-11,CanSino,478030
Chile,2021-07-11,Oxford/AstraZeneca,422286
Chile,2021-07-11,Pfizer/BioNTech,5461103
Chile,2021-07-11,Sinovac,17887159
Chile,2021-07-12,CanSino,482122
Chile,2021-07-12,Oxford/AstraZeneca,424953
Chile,2021-07-12,Pfizer/BioNTech,5548007
Chile,2021-07-12,Sinovac,17973382
Chile,2021-07-13,CanSino,484957
Chile,2021-07-13,Oxford/AstraZeneca,426804
Chile,2021-07-13,Pfizer/BioNTech,5651407
Chile,2021-07-13,Sinovac,18049425
Chile,2021-07-14,CanSino,487682
Chile,2021-07-14,Oxford/AstraZeneca,428357
Chile,2021-07-14,Pfizer/BioNTech,5726258
Chile,2021-07-14,Sinovac,18133259
Chile,2021-07-15,CanSino,492993
Chile,2021-07-15,Oxford/AstraZeneca,431579
Chile,2021-07-15,Pfizer/BioNTech,5793266
Chile,2021-07-15,Sinovac,18225173
Chile,2021-07-16,CanSino,493090
Chile,2021-07-16,Oxford/AstraZeneca,431689
Chile,2021-07-16,Pfizer/BioNTech,5795724
Chile,2021-07-16,Sinovac,18227341
Chile,2021-07-17,CanSino,493559
Chile,2021-07-17,Oxford/AstraZeneca,432012
Chile,2021-07-17,Pfizer/BioNTech,5804958
Chile,2021-07-17,Sinovac,18241217
Chile,2021-07-18,CanSino,493661
Chile,2021-07-18,Oxford/AstraZeneca,432012
Chile,2021-07-18,Pfizer/BioNTech,5805830
Chile,2021-07-18,Sinovac,18242478
Chile,2021-07-19,CanSino,496297
Chile,2021-07-19,Oxford/AstraZeneca,433912
Chile,2021-07-19,Pfizer/BioNTech,5864826
Chile,2021-07-19,Sinovac,18302376
Chile,2021-07-20,CanSino,498033
Chile,2021-07-20,Oxford/AstraZeneca,435879
Chile,2021-07-20,Pfizer/BioNTech,5944640
Chile,2021-07-20,Sinovac,18353353
Chile,2021-07-21,CanSino,499435
Chile,2021-07-21,Oxford/AstraZeneca,438330
Chile,2021-07-21,Pfizer/BioNTech,6004744
Chile,2021-07-21,Sinovac,18394279
Chile,2021-07-22,CanSino,501029
Chile,2021-07-22,Oxford/AstraZeneca,440871
Chile,2021-07-22,Pfizer/BioNTech,6049941
Chile,2021-07-22,Sinovac,18423385
Chile,2021-07-23,CanSino,502259
Chile,2021-07-23,Oxford/AstraZeneca,444866
Chile,2021-07-23,Pfizer/BioNTech,6138989
Chile,2021-07-23,Sinovac,18445255
Chile,2021-07-24,CanSino,503687
Chile,2021-07-24,Oxford/AstraZeneca,446137
Chile,2021-07-24,Pfizer/BioNTech,6154049
Chile,2021-07-24,Sinovac,18462129
Chile,2021-07-25,CanSino,503729
Chile,2021-07-25,Oxford/AstraZeneca,446170
Chile,2021-07-25,Pfizer/BioNTech,6155289
Chile,2021-07-25,Sinovac,18463779
Chile,2021-07-26,CanSino,504679
Chile,2021-07-26,Oxford/AstraZeneca,449468
Chile,2021-07-26,Pfizer/BioNTech,6194053
Chile,2021-07-26,Sinovac,18477590
Chile,2021-07-27,CanSino,505458
Chile,2021-07-27,Oxford/AstraZeneca,452429
Chile,2021-07-27,Pfizer/BioNTech,6231310
Chile,2021-07-27,Sinovac,18487702
Chile,2021-07-28,CanSino,505991
Chile,2021-07-28,Oxford/AstraZeneca,454392
Chile,2021-07-28,Pfizer/BioNTech,6257180
Chile,2021-07-28,Sinovac,18494811
Chile,2021-07-29,CanSino,506470
Chile,2021-07-29,Oxford/AstraZeneca,456038
Chile,2021-07-29,Pfizer/BioNTech,6339525
Chile,2021-07-29,Sinovac,18500705
Chile,2021-07-30,CanSino,506746
Chile,2021-07-30,Oxford/AstraZeneca,457672
Chile,2021-07-30,Pfizer/BioNTech,6410253
Chile,2021-07-30,Sinovac,18505028
Chile,2021-07-31,CanSino,506758
Chile,2021-07-31,Oxford/AstraZeneca,458021
Chile,2021-07-31,Pfizer/BioNTech,6419668
Chile,2021-07-31,Sinovac,18506469
Chile,2021-08-01,CanSino,506759
